date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:02:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Sep%202021%2009:02:27%20GMT	http://lmpixels.com/wp/aveo/?wordfence_lh=1&hid=1BB66005256FDD86DB1C0C05773B9129	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/indexdda8.html	(from https://lmpixels.com/wp/aveo/)
16:02:28	29294/29294	---M--	200	added ('OK')	image/png	etag:%225de8fc6c-726e%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/09/photo.png	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/09/photo.png	(from https://lmpixels.com/wp/aveo/)
16:02:28	1370/1370	---M--	200	added ('OK')	image/png	etag:%225de8fc6c-55a%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/09/web_design_icon.png	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/09/web_design_icon.png	(from https://lmpixels.com/wp/aveo/)
16:02:28	3926/3926	---M--	200	added ('OK')	image/png	etag:%225de8fc6a-f56%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/09/photography_icon.png	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/09/photography_icon.png	(from https://lmpixels.com/wp/aveo/)
16:02:29	1234/1234	---M--	200	added ('OK')	image/png	etag:%225de8fc6c-4d2%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/09/creativity_icon.png	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/09/creativity_icon.png	(from https://lmpixels.com/wp/aveo/)
16:02:29	5020/5020	---M--	200	added ('OK')	image/png	etag:%225de8fc6c-139c%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/09/advetising_icon.png	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/09/advetising_icon.png	(from https://lmpixels.com/wp/aveo/)
16:02:29	2406/2406	---M--	200	added ('OK')	image/png	etag:%225de8fc5a-966%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/client_1-80x80.png	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/client_1-80x80.png	(from https://lmpixels.com/wp/aveo/)
16:02:29	7470/7470	---M--	200	added ('OK')	image/png	etag:%225de8fc52-1d2e%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/client_2-80x80.png	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/client_2-80x80.png	(from https://lmpixels.com/wp/aveo/)
16:02:30	2878/2878	---M--	200	added ('OK')	image/png	etag:%225de8fc5a-b3e%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/client_3-80x80.png	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/client_3-80x80.png	(from https://lmpixels.com/wp/aveo/)
16:02:30	3080/3080	---M--	200	added ('OK')	image/png	etag:%225de8fc4c-c08%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/client_4-80x80.png	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/client_4-80x80.png	(from https://lmpixels.com/wp/aveo/)
16:02:30	2875/2875	---M--	200	added ('OK')	image/png	etag:%225de8fc56-b3b%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/client_5-80x80.png	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/client_5-80x80.png	(from https://lmpixels.com/wp/aveo/)
16:02:30	2880/2880	---M--	200	added ('OK')	image/png	etag:%225de8fc50-b40%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/client_6-80x80.png	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/client_6-80x80.png	(from https://lmpixels.com/wp/aveo/)
16:02:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Sep%202021%2009:02:30%20GMT	http://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/testimonial_photo_1.jpg	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/testimonial_photo_1.jpg	(from https://lmpixels.com/wp/aveo/)
16:02:31	9782/9782	---M--	200	added ('OK')	image/jpeg	etag:%225de8fc64-2636%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/testimonial_photo_1.jpg	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/testimonial_photo_1.jpg	(from https://lmpixels.com/wp/aveo/)
16:02:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Sep%202021%2009:02:30%20GMT	http://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/testimonial_photo_2.jpg	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/testimonial_photo_2.jpg	(from https://lmpixels.com/wp/aveo/)
16:02:31	7382/7382	---M--	200	added ('OK')	image/jpeg	etag:%225de8fc5c-1cd6%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/testimonial_photo_2.jpg	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/testimonial_photo_2.jpg	(from https://lmpixels.com/wp/aveo/)
16:02:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Sep%202021%2009:02:31%20GMT	http://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/testimonial_photo_3.jpg	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/testimonial_photo_3.jpg	(from https://lmpixels.com/wp/aveo/)
16:02:32	8759/8759	---M--	200	added ('OK')	image/jpeg	etag:%225de8fc62-2237%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/testimonial_photo_3.jpg	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/testimonial_photo_3.jpg	(from https://lmpixels.com/wp/aveo/)
16:02:32	43182/43182	---M--	200	added ('OK')	image/jpeg	etag:%225de8fc5a-a8ae%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/1.jpg	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/1.jpg	(from https://lmpixels.com/wp/aveo/)
16:02:32	65190/65190	---M--	200	added ('OK')	image/jpeg	etag:%225de8fc54-fea6%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/2.jpg	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/2.jpg	(from https://lmpixels.com/wp/aveo/)
16:02:32	137747/137747	---M--	200	added ('OK')	image/jpeg	etag:%225de8fc5e-21a13%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/3.jpg	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/3.jpg	(from https://lmpixels.com/wp/aveo/)
16:02:32	139353/139353	---M--	200	added ('OK')	image/jpeg	etag:%225de8fc58-22059%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/4.jpg	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/4.jpg	(from https://lmpixels.com/wp/aveo/)
16:02:33	132963/132963	---M--	200	added ('OK')	image/jpeg	etag:%225de8fc66-20763%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/5.jpg	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/5.jpg	(from https://lmpixels.com/wp/aveo/)
16:02:33	142854/142854	---M--	200	added ('OK')	image/jpeg	etag:%225de8fc56-22e06%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/6.jpg	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/6.jpg	(from https://lmpixels.com/wp/aveo/)
16:02:33	348681/348681	---M--	200	added ('OK')	image/jpeg	etag:%225de8fc56-55209%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/blog_post_1_full.jpg	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/blog_post_1_full.jpg	(from https://lmpixels.com/wp/aveo/)
16:02:33	144212/144212	---M--	200	added ('OK')	image/jpeg	etag:%225de8fc56-23354%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/blog_post_2_full.jpg	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/blog_post_2_full.jpg	(from https://lmpixels.com/wp/aveo/)
16:02:33	19328/19328	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Sep%202021%2009:02:33%20GMT	https://lmpixels.com/wp/aveo/project/portfolio-project-4/	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/project/portfolio-project-4/index.html	(from https://lmpixels.com/wp/aveo/)
16:02:34	388339/388339	---M--	200	added ('OK')	image/jpeg	etag:%225de8fc58-5ecf3%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/blog_post_3_full.jpg	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/blog_post_3_full.jpg	(from https://lmpixels.com/wp/aveo/)
16:02:34	463090/463090	---M--	200	added ('OK')	image/jpeg	etag:%225de8fc66-710f2%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/blog_post_4_full.jpg	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/blog_post_4_full.jpg	(from https://lmpixels.com/wp/aveo/)
16:02:34	212467/212467	---M--	200	added ('OK')	image/jpeg	etag:%225de8fc62-33df3%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/blog_post_5_full.jpg	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/blog_post_5_full.jpg	(from https://lmpixels.com/wp/aveo/)
16:02:34	387763/387763	---M--	200	added ('OK')	image/jpeg	etag:%225de8fc58-5eab3%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/blog_post_6_full.jpg	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/blog_post_6_full.jpg	(from https://lmpixels.com/wp/aveo/)
16:02:34	19069/19069	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Sep%202021%2009:02:34%20GMT	https://lmpixels.com/wp/aveo/project/portfolio-project-3/	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/project/portfolio-project-3/index.html	(from https://lmpixels.com/wp/aveo/)
16:02:34	176499/176499	---M--	200	added ('OK')	image/jpeg	etag:%225de8fc52-2b173%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/blog_post_7_full.jpg	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/blog_post_7_full.jpg	(from https://lmpixels.com/wp/aveo/)
16:02:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2007%20Sep%202021%2009:02:34%20GMT	http://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/client_3.png	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/client_3.png	(from https://lmpixels.com/wp/aveo/)
16:02:36	23528/23528	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Sep%202021%2009:02:35%20GMT	https://lmpixels.com/wp/aveo/bootstrap-is-the-most-popular-html-css-and-js-framework/	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/bootstrap-is-the-most-popular-html-css-and-js-framework/index.html	(from https://lmpixels.com/wp/aveo/)
16:02:36	19630/19630	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Sep%202021%2009:02:35%20GMT	https://lmpixels.com/wp/aveo/project/portfolio-project-2/	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/project/portfolio-project-2/index.html	(from https://lmpixels.com/wp/aveo/)
16:02:36	426388/426388	---M--	200	added ('OK')	image/jpeg	etag:%225de8fc60-68194%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/blog_post_8_full.jpg	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/blog_post_8_full.jpg	(from https://lmpixels.com/wp/aveo/)
16:02:36	7011/7011	---M--	200	added ('OK')	image/png	etag:%225de8fc4c-1b63%22	https://lmpixels.com/wp/aveo/wp-content/uploads/2017/10/client_3.png	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/uploads/2017/10/client_3.png	(from https://lmpixels.com/wp/aveo/)
16:02:37	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22612fa104-4d7%22	https://lmpixels.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/hello/lmpixels.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://lmpixels.com/wp/aveo/)
16:02:37	18261/18261	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Sep%202021%2009:02:36%20GMT	https://lmpixels.com/wp/aveo/category/frameworks/	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/category/frameworks/index.html	(from https://lmpixels.com/wp/aveo/)
16:02:37	24383/24383	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Sep%202021%2009:02:37%20GMT	https://lmpixels.com/wp/aveo/one-framework-every-device/	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/one-framework-every-device/index.html	(from https://lmpixels.com/wp/aveo/)
16:02:37	49529/49529	---MC-	200	added ('OK')	text/javascript	date:Wed,%2011%20Aug%202021%2000:32:57%20GMT	https://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/hello/www.google-analytics.com/analytics.js	(from https://lmpixels.com/wp/aveo/)
16:02:37	23868/23868	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Sep%202021%2009:02:37%20GMT	https://lmpixels.com/wp/aveo/designed-for-everyone-everywhere/	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/designed-for-everyone-everywhere/index.html	(from https://lmpixels.com/wp/aveo/)
16:02:37	25997/25997	---MCZ	200	added ('OK')	text/css	etag:W/%225fe077b3-658d%22	https://lmpixels.com/wp/aveo/wp-content/mmr/5dfa812a-1608545695.min.css	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/mmr/5dfa812a-1608545695.min.css	(from https://lmpixels.com/wp/aveo/)
16:02:38	22075/22075	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Sep%202021%2009:02:37%20GMT	https://lmpixels.com/wp/aveo/category/ui-design/	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/category/ui-design/index.html	(from https://lmpixels.com/wp/aveo/)
16:02:38	115844/115844	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f430763-1c484%22	https://lmpixels.com/wp/aveo/wp-content/mmr/d10042cb-1598228061.min.js	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/mmr/d10042cb-1598228061.min.js	(from https://lmpixels.com/wp/aveo/)
16:02:38	850/850	---MC-	200	added ('OK')	text/javascript	date:Tue,%2007%20Sep%202021%2009:02:37%20GMT	https://www.google.com/recaptcha/api.js	C:/My%20Web%20Sites/hello/www.google.com/recaptcha/api.js	(from https://lmpixels.com/wp/aveo/)
16:02:38	27921/27921	---MCZ	200	added ('OK')	application/javascript	etag:W/%22601b99b0-6d11%22	https://lmpixels.com/wp/aveo/wp-content/mmr/254c780f-1612421363.min.js	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/mmr/254c780f-1612421363.min.js	(from https://lmpixels.com/wp/aveo/)
16:02:38	23762/23762	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Sep%202021%2009:02:38%20GMT	https://lmpixels.com/wp/aveo/an-introduction-to-postcss/	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/an-introduction-to-postcss/index.html	(from https://lmpixels.com/wp/aveo/)
16:02:38	212633/212633	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261027ee3-33e99%22	https://lmpixels.com/wp/aveo/wp-content/mmr/0225725f-1627553432.min.js	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/mmr/0225725f-1627553432.min.js	(from https://lmpixels.com/wp/aveo/)
16:02:42	13614/13614	---MCZ	200	added ('OK')	text/javascript	etag:W/2021.5.3	https://static.cloudflareinsights.com/beacon.min.js	C:/My%20Web%20Sites/hello/static.cloudflareinsights.com/beacon.min.js	(from https://lmpixels.com/wp/aveo/)
16:02:43	18136/18136	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Sep%202021%2009:02:39%20GMT	https://lmpixels.com/wp/aveo/category/css/	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/category/css/index.html	(from https://lmpixels.com/wp/aveo/)
16:02:44	22990/22990	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Sep%202021%2009:02:41%20GMT	https://lmpixels.com/wp/aveo/original-and-innovative-web-layouts/	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/original-and-innovative-web-layouts/index.html	(from https://lmpixels.com/wp/aveo/)
16:02:44	23654/23654	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Sep%202021%2009:02:41%20GMT	https://lmpixels.com/wp/aveo/creative-and-innovative-navigation-designs/	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/creative-and-innovative-navigation-designs/index.html	(from https://lmpixels.com/wp/aveo/)
16:02:46	23354/23354	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Sep%202021%2009:02:43%20GMT	https://lmpixels.com/wp/aveo/navigation-for-mega-sites/	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/navigation-for-mega-sites/index.html	(from https://lmpixels.com/wp/aveo/)
16:02:46	24729/24729	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Sep%202021%2009:02:43%20GMT	https://lmpixels.com/wp/aveo/front-end-challenge-accepted-css-3d-cube/	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/front-end-challenge-accepted-css-3d-cube/index.html	(from https://lmpixels.com/wp/aveo/)
16:02:47	70346/70346	---MCZ	200	added ('OK')	text/html	date:Tue,%2007%20Sep%202021%2009:02:44%20GMT	https://lmpixels.com/wp/aveo/blog/	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/blog/index.html	(from https://lmpixels.com/wp/aveo/)
16:02:47	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2021%20Dec%202020%2010:14:54%20GMT	https://lmpixels.com/wp/aveo/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://lmpixels.com/wp/aveo/wp-content/mmr/5410c533-1627553432.min.css)
16:02:49	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2021%20Dec%202020%2010:14:54%20GMT	https://lmpixels.com/wp/aveo/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfontd41d.eot	(from https://lmpixels.com/wp/aveo/wp-content/mmr/5410c533-1627553432.min.css)
16:02:50	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%225fe0759e-12d68%22	https://lmpixels.com/wp/aveo/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from https://lmpixels.com/wp/aveo/wp-content/mmr/5410c533-1627553432.min.css)
16:02:51	98024/98024	---M--	200	added ('OK')	font/woff	etag:%225fe0759e-17ee8%22	https://lmpixels.com/wp/aveo/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from https://lmpixels.com/wp/aveo/wp-content/mmr/5410c533-1627553432.min.css)
16:02:52	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%225fe0759e-286ac%22	https://lmpixels.com/wp/aveo/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/plugins/unyson/framework/static/libs/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from https://lmpixels.com/wp/aveo/wp-content/mmr/5410c533-1627553432.min.css)
16:02:52	420/420	---MC-	302	error ('Found')	text/html	date:Tue,%2007%20Sep%202021%2009:02:52%20GMT	https://lmpixels.com/wp/aveo/wp-content/themes/aveo/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/themes/aveo/fonts/glyphicons-halflings-regular.eot	(from https://lmpixels.com/wp/aveo/wp-content/mmr/5410c533-1627553432.min.css)
16:02:53	420/420	---MC-	302	error ('Found')	text/html	date:Tue,%2007%20Sep%202021%2009:02:52%20GMT	https://lmpixels.com/wp/aveo/wp-content/themes/aveo/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/hello/lmpixels.com/wp/aveo/wp-content/themes/aveo/fonts/glyphicons-halflings-regulard41d.eot	(from https://lmpixels.com/wp/aveo/wp-content/mmr/5410c533-1627553432.min.css)
